iter	RMSE
356	0.05865966057
357	0.05863875702
358	0.05861520129
359	0.05860164635
360	0.05859081852
361	0.05857921891
362	0.05856012049
363	0.05854950601
364	0.05853407563
365	0.0585143985
366	0.0584970466
367	0.05848233328
368	0.0584540347
369	0.05842511739
370	0.0584001921
371	0.05838436742
372	0.05836127238
373	0.05834961064
374	0.05832346664
375	0.058295838
376	0.05829085324
377	0.05827149539
378	0.05825040073
379	0.05823907089
380	0.058219886
381	0.05819129622
382	0.05817951456
383	0.05815823237
384	0.05812855943
385	0.05811380213
386	0.05809619537
387	0.05808046289
388	0.0580600814
389	0.05803045011
390	0.05801372263
391	0.05798384591
392	0.05797411308
393	0.0579540901
394	0.0579341093
395	0.05791735179
396	0.05788039598
397	0.05785221269
398	0.05782216923
399	0.05781021087
400	0.05778555655
401	0.05776716814
402	0.05774484537
403	0.05773543809
404	0.05771733276
405	0.0577019051
406	0.05767752145
407	0.0576640225
408	0.05763427371
409	0.05760879022
410	0.05759327164
411	0.05758186915
412	0.05756115076
413	0.05754066771
414	0.05751469392
415	0.0574961041
416	0.05747857524
417	0.05745651307
418	0.05742200918
419	0.0574050575
420	0.05738685068
421	0.05737124411
422	0.05734403961
423	0.05732163118
424	0.05730552962
425	0.05728595071
426	0.05727506455
427	0.05725726954
428	0.05723041504
429	0.05721502719
430	0.05720132647
431	0.05718407677
432	0.05717162815
433	0.05715740554
434	0.05713721122
435	0.05711704334
436	0.05710631109
437	0.05708823743
438	0.05707596937
439	0.05705496226
440	0.05703823459
441	0.05702697693
442	0.05700872351
443	0.05698868387
444	0.05696359873
445	0.05694203733
446	0.05691940497
447	0.05690679543
448	0.05689334814
449	0.05688532842
450	0.05686069919
451	0.05683497252
452	0.05682195864
453	0.05681226983
454	0.05679271327
455	0.05677122059
456	0.05675415314
457	0.05674029192
458	0.0567240976
459	0.05669942889
460	0.05667751333
461	0.05666715734
462	0.0566595239
463	0.05663858313
464	0.05662310235
465	0.05660884286
466	0.05659534783
467	0.05657821773
468	0.05656426325
469	0.05655023717
470	0.05652963374
471	0.05651063655
472	0.05648992631
473	0.05647779245
474	0.05646268825
475	0.05644368964
476	0.0564199299
477	0.05639605184
478	0.05638613752
479	0.0563713184
480	0.05635116313
481	0.05633746107
482	0.05632243346
483	0.05630635608
484	0.05628811318
485	0.05627008519
486	0.05625540626
487	0.0562470671
488	0.05622641388
489	0.05619731257
490	0.05618570305
491	0.05617148782
492	0.05615127338
493	0.05613031764
494	0.05610748549
495	0.05609378473
496	0.05606919445
497	0.05605112458
498	0.0560226056
499	0.05600643087
500	0.05598996356
501	0.05598021244
502	0.05596322548
503	0.05594329574
504	0.05593123793
505	0.05590243381
506	0.05588524867
507	0.05587300268
508	0.05586040514
509	0.05585221048
510	0.05582070027
511	0.05580809378
512	0.05579214225
513	0.05577215631
514	0.05575627657
515	0.05573183709
516	0.05571761273
517	0.05569017401
518	0.05567414544
519	0.05566218241
520	0.05564211055
521	0.05563255478
522	0.05561741154
523	0.05560132337
524	0.05558393039
525	0.0555681096
526	0.05554785318
527	0.0555247489
528	0.05551243974
529	0.05548761367
530	0.05547228544
531	0.05546652359
532	0.0554411583
533	0.05542473069
534	0.05541372124
535	0.05540023652
536	0.05538401937
537	0.05537502011
538	0.05536353641
539	0.055339149
540	0.05532727201
541	0.05531256965
542	0.05529310893
543	0.05528345432
544	0.05526908111
545	0.05524147937
546	0.05523380824
547	0.05520973637
548	0.05518934232
549	0.05517780975
550	0.05516238767
551	0.05513620438
552	0.0551115704
553	0.05510661295
554	0.05509157417
555	0.05507544123
556	0.05506709873
557	0.05503911845
558	0.05502553975
559	0.05500300629
560	0.05498010808
561	0.05496873662
562	0.05494650344
563	0.05493779869
564	0.05491367784
565	0.05490394019
566	0.05489573492
567	0.05488637923
568	0.05487906866
569	0.05485720187
570	0.05484033437
571	0.05483316089
572	0.05482652006
573	0.05480796448
574	0.05478525653
575	0.05477804023
576	0.05475770012
577	0.05473630594
578	0.05471179534
579	0.05470112144
580	0.05468510146
581	0.05466333903
582	0.05464934159
583	0.05462278115
584	0.05460563184
585	0.05459237591
586	0.0545833692
587	0.05456622028
588	0.05454700519
589	0.05452930549
590	0.05450734678
591	0.05449205884
592	0.05447070333
593	0.05445502024
594	0.05444470761
595	0.05442189876
596	0.05441082561
597	0.05440076507
598	0.05438041742
599	0.05437427878
600	0.05436029407
601	0.05434706158
602	0.05433034205
603	0.05432270651
604	0.05430882478
605	0.05430045849
606	0.05427689423
607	0.05425536496
608	0.05424802559
609	0.05424049479
610	0.05423316605
611	0.05420691231
612	0.05419253806
613	0.05416793847
614	0.05414977839
615	0.05413825903
616	0.05412432376
617	0.05411252705
618	0.05410219354
619	0.0540887337
620	0.05407107666
621	0.05405168056
622	0.05403599635
623	0.05402393359
624	0.05400575157
625	0.05398958523
626	0.05396733282
627	0.05395180099
628	0.05392902389
629	0.05391746251
630	0.05390563464
631	0.05388574135
632	0.05384787809
633	0.0538333333
634	0.05381027279
635	0.05378485902
636	0.0537786039
637	0.0537609673
638	0.05375382651
639	0.05374867129
640	0.05373721038
641	0.05372768412
642	0.05370023795
643	0.05369224718
644	0.05367593181
645	0.05366123196
646	0.05364639945
647	0.05363236119
648	0.05362670259
649	0.05361503175
650	0.05359834983
651	0.05358552832
652	0.05356544525
653	0.05355154741
654	0.05353596663
655	0.05351657747
656	0.05350962697
657	0.05349669003
658	0.05348076299
659	0.05347323283
660	0.0534572254
661	0.05344189594
662	0.05342566178
663	0.05340789257
664	0.05338416743
665	0.05337121929
666	0.05335220283
667	0.05334378966
668	0.05333369929
669	0.05332008429
670	0.0533032296
671	0.0532894783
672	0.05328395213
673	0.05327296899
674	0.05325207278
675	0.05323540967
676	0.05322367909
677	0.05321061251
678	0.05319161318
679	0.05318363489
680	0.05316498358
681	0.05316052275
682	0.05313397518
683	0.05311688555
684	0.05310364527
685	0.05308211316
686	0.05306843185
687	0.05304777947
688	0.0530293161
689	0.05301360804
690	0.05300502145
691	0.05299436178
692	0.05298163057
693	0.0529650839
694	0.05295756403
695	0.05294524267
696	0.05293076238
697	0.05291101537
698	0.05289725983
699	0.0528907925
700	0.05287102827
701	0.05286331626
702	0.0528463249
703	0.05283692838
704	0.05280960135
705	0.0527860603
706	0.05277896596
707	0.05276375932
708	0.05274109816
709	0.052732185
710	0.05272314154
711	0.05271860829
712	0.05269449724
713	0.05267023757
714	0.05265189255
715	0.0526386516
716	0.05262409915
717	0.05260714285
718	0.05258628868
719	0.05257230739
720	0.05255645897
721	0.05252899735
722	0.05252201055
723	0.05250875834
724	0.05248992597
725	0.05248112507
726	0.05246610085
727	0.05245379383
728	0.05242786166
729	0.05240958897
730	0.0523938895
731	0.05238581082
732	0.05237333091
733	0.05236775809
734	0.05235757416
735	0.05235307154
736	0.05232970347
737	0.05231418149
738	0.05229675426
739	0.05228595109
740	0.05227526655
741	0.05226601979
742	0.05225505899
743	0.05224451515
744	0.05223521237
745	0.05222046109
746	0.05220912278
747	0.0522002879
748	0.05219256635
749	0.05217710774
750	0.05216773498
751	0.05215283357
752	0.05213216667
753	0.05211432552
754	0.05209517138
755	0.05207921831
756	0.05206645109
757	0.05204837588
758	0.05202784423
759	0.05201039493
760	0.05198891075
761	0.05197013921
762	0.05195657989
763	0.05194115677
764	0.05192700781
765	0.05191782603
766	0.05189233501
767	0.05187299697
768	0.0518577689
769	0.05184392726
770	0.05183599416
771	0.05182156726
772	0.05180863991
773	0.05179761149
774	0.05177985859
775	0.05176712094
776	0.05174178479
777	0.0517232315
778	0.05169766344
779	0.05168436288
780	0.05165857847
781	0.05165024756
782	0.05163345594
783	0.05162620144
784	0.0516079032
785	0.05159820611
786	0.05158265292
787	0.05156632094
788	0.05155114353
789	0.05152820477
790	0.05151507359
791	0.0514988521
792	0.05148346395
793	0.05147003544
794	0.0514511501
795	0.05142994717
796	0.05141505955
797	0.05138734873
798	0.05136785599
799	0.05136207116
800	0.05135479887
801	0.05133425233
802	0.05132532481
803	0.05130097053
804	0.05128870336
805	0.05127462655
806	0.05126683697
807	0.05124855334
808	0.05122813228
809	0.05120909368
810	0.05118813081
811	0.05116770198
812	0.05116251276
813	0.05115056271
814	0.05114267523
815	0.05113100917
816	0.05112087716
817	0.05111286123
818	0.05109305901
819	0.05108096037
820	0.05107635227
821	0.05105823719
822	0.0510404873
823	0.05103239636
824	0.05102111627
825	0.05101242566
826	0.05100314346
827	0.05098210277
828	0.05096309666
829	0.05094426437
830	0.05093652993
831	0.05092008014
832	0.05089983703
833	0.05088697848
834	0.0508737496
835	0.05086478857
836	0.05086134559
837	0.05084641709
838	0.05082687816
839	0.05082058284
840	0.05081228359
841	0.05079159443
842	0.05078096916
843	0.05076101659
844	0.05073765738
845	0.05071942801
846	0.0507076399
847	0.05069962204
848	0.0506799772
849	0.05067162427
850	0.0506587774
851	0.05064255715
852	0.05062546764
853	0.05060513779
854	0.05058304655
855	0.05056004747
856	0.05054392943
857	0.05053864887
858	0.05053166884
859	0.05051057158
860	0.05049169946
861	0.05046835285
862	0.05044738571
863	0.05043039422
864	0.05042369617
865	0.05041238911
866	0.05040291863
867	0.05039545397
868	0.05037780161
869	0.05035766668
870	0.05035029667
871	0.05033697383
872	0.05032190455
873	0.05030580601
874	0.05029005138
875	0.05028185588
876	0.05027802169
877	0.05026696613
878	0.05025285582
879	0.05023610168
880	0.05021130094
881	0.0501964478
882	0.05018221526
883	0.05016238716
884	0.05014932958
885	0.05013630946
886	0.0501185934
887	0.05011142092
888	0.0500988368
889	0.05008950878
890	0.05007608967
891	0.0500523489
892	0.05004172439
893	0.05002219415
894	0.0500213861
895	0.05001609588
896	0.05000040041
897	0.04998846628
898	0.04997999731
899	0.04996413828
900	0.04994655464
901	0.04992871379
902	0.04991455032
903	0.04990403169
904	0.04988448217
905	0.04987668444
906	0.04986690654
907	0.04984969615
908	0.04984455026
909	0.04983739051
910	0.04982662646
911	0.04982049345
912	0.04980027211
913	0.04979401614
914	0.04977684455
915	0.04976564754
916	0.04975272333
917	0.04974381312
918	0.04972578836
919	0.04970486074
920	0.04969349132
921	0.04967805225
922	0.04966902239
923	0.04965771797
924	0.04963244309
925	0.04962163852
926	0.04959927709
927	0.04958953039
928	0.04957655082
929	0.04957295147
930	0.04956610701
931	0.04956164191
932	0.04955090429
933	0.04953531219
934	0.04952192497
935	0.04950628896
936	0.04948946494
937	0.04948300295
938	0.04946892539
939	0.04946231043
940	0.04944003355
941	0.04941198984
942	0.04940250321
943	0.04939621517
944	0.04937899039
945	0.0493618572
946	0.0493412
947	0.04932808203
948	0.04931301579
949	0.04929984827
950	0.0492791857
951	0.0492673434
952	0.04925304136
953	0.04924329966
954	0.04923128506
955	0.04921936695
956	0.04921047523
957	0.04920270038
958	0.04919283398
959	0.04918310306
960	0.0491701116
961	0.04915826854
962	0.04915431358
963	0.04914172038
964	0.04913493389
965	0.04911593993
966	0.04910751851
967	0.04908964124
968	0.04907723301
969	0.04906208322
970	0.0490469644
971	0.04903498385
972	0.04902319827
973	0.04901670788
974	0.04900326216
975	0.04898510363
976	0.04897144216
977	0.0489561691
978	0.04894547492
979	0.0489329989
980	0.04892995739
981	0.04891633289
982	0.04890872996
983	0.0488902964
984	0.04887755293
985	0.04886125515
986	0.04885714879
987	0.04884299617
988	0.04883380105
989	0.04881755133
990	0.04880359414
991	0.04878818914
992	0.04877350355
993	0.04875820825
994	0.04874292639
995	0.04872571963
996	0.04870491538
997	0.04869677644
998	0.04868552985
999	0.04867785315
