iter	RMSE
0	0.1418830824
1	0.1367310562
2	0.131893378
3	0.1277107915
4	0.1236720077
5	0.1200695568
6	0.1165031198
7	0.1130335133
8	0.1099607105
9	0.1070726595
10	0.10430649
11	0.1017668092
12	0.09948464137
13	0.09726234547
14	0.09526632344
15	0.0932537391
16	0.09149195903
17	0.08988626566
18	0.0882373275
19	0.08678710015
20	0.08548839209
21	0.08426314857
22	0.08318126244
23	0.08210769211
24	0.0811184347
25	0.08021340479
26	0.07935521652
27	0.07858655438
28	0.07781250994
29	0.07708415236
30	0.07649834645
31	0.07586590628
32	0.07529424319
33	0.07476218857
34	0.07431255349
35	0.07385886415
36	0.07343231657
37	0.07304475138
38	0.07271356332
39	0.07237490417
40	0.07205250908
41	0.07178365037
42	0.07152247045
43	0.0712334947
44	0.07093429564
45	0.07070137313
46	0.07047513665
47	0.07025260261
48	0.0700842438
49	0.0699573515
50	0.06979815723
51	0.06963813043
52	0.06947770076
53	0.06931397906
54	0.06917617106
55	0.06905377242
56	0.06891050226
57	0.06878250769
58	0.06864267576
59	0.06852589258
60	0.06842536028
61	0.06831979831
62	0.06822700458
63	0.06814403781
64	0.06804598338
65	0.06795592726
66	0.06787227459
67	0.06778331795
68	0.06771749362
69	0.06763362905
70	0.06755766407
71	0.06748741058
72	0.06739685323
73	0.06731099887
74	0.06722751966
75	0.06717548136
76	0.06711921968
77	0.06707486812
78	0.0670028827
79	0.06693847553
80	0.06686050816
81	0.06681025461
82	0.0667580693
83	0.06671526576
84	0.06663289283
85	0.06656986442
86	0.06650194556
87	0.06644828192
88	0.0664121144
89	0.06637307274
90	0.06633262456
91	0.06629807516
92	0.06622804835
93	0.06618604289
94	0.06612566282
95	0.06607920775
96	0.06602553182
97	0.06598946624
98	0.06595337723
99	0.0659060334
100	0.06586456226
101	0.06580397449
102	0.0657739464
103	0.06571507505
104	0.06567762307
105	0.06561826617
106	0.0655819471
107	0.06553870509
108	0.06549687397
109	0.06546798449
110	0.06542986589
111	0.06538601475
112	0.06537563104
113	0.06534302429
114	0.06531105225
115	0.06528157412
116	0.06524706713
117	0.0651918118
118	0.06514970087
119	0.06512567341
120	0.06508478745
121	0.06505627023
122	0.06500331356
123	0.06497218437
124	0.06492137253
125	0.06489652201
126	0.06486921551
127	0.06483306729
128	0.06478761572
129	0.06473738677
130	0.06469211469
131	0.06465964446
132	0.06462420626
133	0.06457855173
134	0.06455926284
135	0.06450898393
136	0.06447144586
137	0.06444802154
138	0.06442285827
139	0.06439594569
140	0.06437262854
141	0.06432343406
142	0.06430613077
143	0.0642681238
144	0.0642361883
145	0.06421058477
146	0.06417370974
147	0.06414853119
148	0.06411999342
149	0.06408405817
150	0.06404716884
151	0.06399929847
152	0.06396152167
153	0.06394110738
154	0.06390448766
155	0.06387917406
156	0.06384392726
157	0.06379873076
158	0.06376578598
159	0.06373933709
160	0.063699295
161	0.06367127407
162	0.06364440648
163	0.0636163872
164	0.06358638292
165	0.06356456058
166	0.06351477111
167	0.06348350046
168	0.06346140116
169	0.06342517347
170	0.06339884502
171	0.06337994089
172	0.06336294183
173	0.06332515023
174	0.06328909319
175	0.06326343642
176	0.06323091917
177	0.06319937361
178	0.06317152283
179	0.063125298
180	0.0631070988
181	0.06308131594
182	0.063052308
183	0.06303305562
184	0.06300632083
185	0.06298821763
186	0.0629757473
187	0.06293194849
188	0.06290590014
189	0.06287245588
190	0.06284884235
191	0.06281167454
192	0.06277299071
193	0.06275291274
194	0.06272190679
195	0.06269523914
196	0.06266784676
197	0.06263062968
198	0.06259910836
199	0.06257247299
200	0.0625444492
201	0.06252470189
202	0.06250181936
203	0.06246984431
204	0.06242646521
205	0.06238720117
206	0.06234309871
207	0.06231110411
208	0.06228553191
209	0.06224082415
210	0.06221204434
211	0.06217073635
212	0.06214003726
213	0.06211674592
214	0.06208418071
215	0.06206522504
216	0.06203304026
217	0.06199885793
218	0.06196734315
219	0.06192686464
220	0.06190724253
221	0.06187625529
222	0.06184403309
223	0.0618154194
224	0.0617880426
225	0.06175300783
226	0.06172062067
227	0.06168223203
228	0.06164315101
229	0.06161696393
230	0.06158706695
231	0.0615554259
232	0.06153636022
233	0.06150879471
234	0.06148248675
235	0.06146703283
236	0.06143769908
237	0.06141620912
238	0.06138053643
239	0.0613599824
240	0.06133135726
241	0.0613017876
242	0.06127527366
243	0.06123873932
244	0.0611898109
245	0.06116085598
246	0.06113839055
247	0.06111900559
248	0.06110562412
249	0.06107914816
250	0.061044041
251	0.06102625427
252	0.06100434703
253	0.06098868261
254	0.06096871901
255	0.06094684927
256	0.06092219237
257	0.06087988931
258	0.06085337138
259	0.06081675368
260	0.06080054743
261	0.06076414665
262	0.06074027222
263	0.06070226533
264	0.06067509954
265	0.06064520659
266	0.06062105206
267	0.06060134796
268	0.06058211847
269	0.06056209887
270	0.06054060138
271	0.06052052925
272	0.0604970462
273	0.06046542663
274	0.06044654253
275	0.06042571558
276	0.06041343542
277	0.06039413439
278	0.06038114014
279	0.06035545653
280	0.06033271549
281	0.06031642895
282	0.06029528266
283	0.06027772014
284	0.06025100764
285	0.06023543488
286	0.06021160704
287	0.06019066868
288	0.06016782537
289	0.0601426576
290	0.06012724537
291	0.06011329439
292	0.06008700508
293	0.06006373774
294	0.06004210503
295	0.06002282733
296	0.05999154185
297	0.05997458509
298	0.05995176115
299	0.05994029284
300	0.05991969603
301	0.05990192883
302	0.05987913048
303	0.05985339007
304	0.05982629781
305	0.05979484708
306	0.05977763208
307	0.05974116204
308	0.05972217369
309	0.0596902763
310	0.05966506419
311	0.0596331504
312	0.05961006784
313	0.05959221245
314	0.05957627995
315	0.05955760753
316	0.05952494846
317	0.05950418495
318	0.05946141427
319	0.05943830288
320	0.05941874474
321	0.05939964764
322	0.05937913764
323	0.05935937101
324	0.05934681345
325	0.05933138372
326	0.05930641321
327	0.0592833086
328	0.05925273429
329	0.05921865708
330	0.05919614113
331	0.05917396601
332	0.05915607157
333	0.05913692365
334	0.05912279862
335	0.05910296479
336	0.05907833221
337	0.05904954152
338	0.05902418046
339	0.0590022163
340	0.05898346984
341	0.05896751488
342	0.05894190383
343	0.0589099787
344	0.05889328113
345	0.05888031163
346	0.05886631099
347	0.05883611459
348	0.05881629059
349	0.05879723515
350	0.05877505207
351	0.05876022008
352	0.05873278379
353	0.05871186289
354	0.05869208502
355	0.05868091785
